"Settlement.id","long","lat","Name","Metric...System","Demographics...Projected.household.count","Demand..household....Target.household.count","Demand...Projected.nodal.demand.per.year","System..grid....Transformer.cost","Demographics...Population.count","Demographics...Projected.population.count","order","piece","group","id","fake.node","root","branch","dist","MV.line.per.kwh","near.sighted.sequence","depth","Total.Downstream.Demand.kWh","Total.Downstream.Network.Extent.m","Selection.Criteria","far.sighted.sequence"
"15",128.123742999999,-3.68432,817103100302,"grid",19,19,19494,3000,79,79,1,"1","447.1","447",FALSE,112,"112",79.1796345635954,0.00406174384752208,244,0,19494,79.1796345635954,0.00406174384752208,242
"168",128.714071999999,-2.862371,810604100801,"grid",14,14,14364,3000,56,56,1,"1","412.1","412",FALSE,342,"342",59.3115615667102,0.00412918139562171,245,0,14364,59.3115615667102,0.00412918139562171,243
"884",128.537965,-3.447946,810603300201,"grid",54,54,55404,6000,185,185,1,"1","587.1","587",FALSE,304,"304",228.773449866045,0.00412918651841103,246,0,55404,228.773449866045,0.00412918651841103,244
"1048",128.162339,-3.709168,817101000603,"grid",102,102,104652,9000,459,459,1,"1","652.1","652",FALSE,136,"136",447.117614917134,0.00427242302982393,247,0,104652,447.117614917134,0.00427242302982393,245
"967",128.519219999999,-3.525334,810309000705,"grid",12,12,12312,3000,52,52,1,"1","398.1","398",FALSE,303,"303",52.9492189540416,0.00430061882342768,248,0,12312,52.9492189540416,0.00430061882342768,246
"817",128.174787,-3.589133,810311001301,"grid",37,37,37962,3000,148,148,1,"1","550.1","550",FALSE,143,"143",163.361837580455,0.00430329902482629,249,0,37962,163.361837580455,0.00430329902482629,247
"337",128.124405,-3.763377,817101000303,"grid",8,8,8208,3000,32,32,1,"1","350.1","350",FALSE,113,"113",35.6663010947867,0.00434530958757148,250,0,8208,35.6663010947867,0.00434530958757148,248
"90",128.396859,-3.395661,810603000101,"grid",14,14,14364,3000,59,59,1,"1","418.1","418",FALSE,274,"274",62.8428918331243,0.00437502727883071,251,0,14364,62.8428918331243,0.00437502727883071,249
"174",128.926876999999,-3.343604,810305002101,"grid",128,128,131328,11000,707,707,1,"1","680.1","680",FALSE,362,"362",574.785438908156,0.00437671660961986,252,0,131328,574.785438908156,0.00437671660961986,250
"397",128.711462,-2.863276,810604100601,"grid",6,6,6156,3000,20,20,1,"1","475.1","475",FALSE,340,"340",93.5581966273761,0.0151978876912567,380,0,66690,294.948146101516,0.0044226742555333,251
"148",128.712334,-2.864864,810604100701,"grid",59,59,60534,6000,252,252,1,"1","569.1","569",FALSE,340,"340-1",201.38994947414,0.00332688983834109,381,1,60534,201.38994947414,0.00332688983834109,252
"1176",128.248107,-3.636201,817103001206,"grid",23,23,23598,3000,101,101,1,"1","498.1","498",FALSE,230,"230",104.57379729385,0.00443146865386261,253,0,23598,104.57379729385,0.00443146865386261,253
"94",128.14498,-3.671852,817103100304,"grid",9,9,9234,3000,35,35,1,"1","362.1","362",FALSE,127,"127",40.9988155809124,0.00443998436007282,254,0,9234,40.9988155809124,0.00443998436007282,254
"883",128.084045,-3.582742,810311001005,"grid",6,6,6156,3000,25,25,1,"1","322.1","322",FALSE,82,"82",27.3926193193626,0.00444974322926618,255,0,6156,27.3926193193626,0.00444974322926618,255
"1033",129.000386999999,-3.215171,810306000502,"grid",21,21,21546,3000,80,80,1,"1","485.1","485",FALSE,385,"385",98.0540248239257,0.00455091547498031,256,0,21546,98.0540248239257,0.00455091547498031,256
"79",128.234187999999,-3.732132,817102100402,"grid",3,3,3078,3000,12,12,1,"1","268.1","268",FALSE,220,"220",14.0456344108497,0.0045632340516081,257,0,3078,14.0456344108497,0.0045632340516081,257
"1149",127.937824,-3.675629,810311000501,"grid",10,10,10260,3000,45,45,1,"1","381.1","381",FALSE,37,"37",46.8325325944345,0.00456457432694293,258,0,10260,46.8325325944345,0.00456457432694293,258
"336",128.232373999999,-3.731916,817102100404,"grid",14,14,14364,3000,62,62,1,"1","426.1","426",FALSE,217,"217",67.1566802767541,0.00467534671935074,259,0,14364,67.1566802767541,0.00467534671935074,259
"952",131.394156549869,-4.15754372551455,810701002599,"grid",288,288,295488,21000,823,823,1,"1","731.1","731",FALSE,510,"510",1422.31076338194,0.00481342986308054,261,0,295488,1422.31076338194,0.00481342986308054,260
"1018",128.324822,-3.577543,810310000501,"grid",6,6,6156,3000,27,27,1,"1","333.1","333",FALSE,257,"257",30.081506451655,0.00488653451131498,262,0,6156,30.081506451655,0.00488653451131498,261
"815",128.707819,-2.863877,810604100501,"grid",6,6,6156,3000,22,22,1,"1","334.1","334",FALSE,339,"339",30.1156426946884,0.00489207970998837,263,0,6156,30.1156426946884,0.00489207970998837,262
"324",128.023191999999,-3.748548,810311100402,"grid",33,33,33858,3000,130,130,1,"1","470.1","470",FALSE,56,"56",89.3899787531879,0.00264014350384512,199,0,34884,174.188060955548,0.00499335113391664,263
"143",128.221953,-3.736235,817102100101,"grid",33,33,33858,3000,148,148,1,"1","553.1","553",FALSE,208,"208",171.608208848903,0.00506846857017256,264,0,33858,171.608208848903,0.00506846857017256,264
"520",128.492255,-3.522754,810309000601,"grid",1,1,1026,3000,1,1,1,"1","223.1","223",FALSE,297,"297",5.21454061668894,0.00508239826188006,265,0,1026,5.21454061668894,0.00508239826188006,265
"864",128.227263999999,-3.740166,817102100202,"grid",36,36,36936,3000,142,142,1,"1","562.1","562",FALSE,212,"212",189.305399548553,0.00512522740818045,266,0,36936,189.305399548553,0.00512522740818045,266
"30",131.641722401854,-4.47023540117742,810701100599,"grid",200,200,205200,15000,1011,1011,1,"1","715.1","715",FALSE,512,"512",969.889092967241,0.00472655503395342,260,0,824904,4270.03727893717,0.00517640510766971,267
"559",129.039380999999,-3.227781,810306001001,"grid",79,79,81054,7000,336,336,1,"1","645.1","645",FALSE,395,"395",421.107297244735,0.00519539192692199,267,0,81054,421.107297244735,0.00519539192692199,268
"1170",128.419478,-3.433388,810603000301,"grid",17,17,17442,3000,79,79,1,"1","473.1","473",FALSE,284,"284",90.7841029036538,0.00520491359383407,268,0,17442,90.7841029036538,0.00520491359383407,269
"92",128.187543,-3.603746,810311001402,"grid",7,7,7182,3000,29,29,1,"1","356.1","356",FALSE,166,"166",37.4628313337504,0.00521621154744505,269,0,7182,37.4628313337504,0.00521621154744505,270
"696",128.59638,-2.851837,810604001802,"grid",1,1,1026,3000,2,2,1,"1","226.1","226",FALSE,311,"311",5.39797975979461,0.00526118884970234,270,0,1026,5.39797975979461,0.00526118884970234,271
"43",127.206256667048,-3.64212293336965,810904000799,"grid",73,73,74898,7000,459,459,1,"1","637.1","637",FALSE,25,"25",395.153787758667,0.00527589238375748,271,0,74898,395.153787758667,0.00527589238375748,272
"419",131.655974214542,-4.47657738103598,810701101199,"grid",302,302,309852,21000,503,503,2,"1","737.1","737",FALSE,512,"512-1",1730.1444710364,0.00558377700010457,277,1,619704,3300.14818596993,0.00532536208572146,273
"1296",131.651403366062,-4.48994118823589,810701102199,"grid",302,302,309852,21000,504,504,2,"1","181.1","181",FALSE,512,"512-1-1",1570.00371493353,0.00506694717133835,278,2,309852,1570.00371493353,0.00506694717133835,274
"330",128.085899,-3.582507,810311001106,"grid",15,15,15390,3000,62,62,1,"1","452.1","452",FALSE,83,"83",82.0081273373991,0.00532866324479526,272,0,15390,82.0081273373991,0.00532866324479526,275
"1205",128.196513,-3.674797,817102001701,"grid",2,2,2052,3000,5,5,1,"1","603.1","603",FALSE,183,"183",264.139844589376,0.12872312114492,704,0,172368,920.426296439685,0.00533989079434515,276
"821",128.195321,-3.680578,817102001613,"grid",166,166,170316,13000,715,715,1,"1","690.1","690",FALSE,183,"183-1",656.286451850309,0.00385334585036232,705,1,170316,656.286451850309,0.00385334585036232,277
"273",128.882282,-2.858323,810314100301,"grid",21,21,21546,3000,118,118,1,"1","518.1","518",FALSE,359,"359",116.897497345135,0.00542548488559988,273,0,21546,116.897497345135,0.00542548488559988,278
"205",128.655089,-2.843462,810604100301,"grid",39,39,40014,3000,157,157,1,"1","582.1","582",FALSE,318,"318",218.582202539647,0.00546264313839275,274,0,40014,218.582202539647,0.00546264313839275,279
"293",128.203690999999,-3.627857,817103100808,"grid",5,5,5130,3000,20,20,1,"1","326.1","326",FALSE,194,"194",28.1393533284225,0.00548525406012135,275,0,5130,28.1393533284225,0.00548525406012135,280
"1319",129.949585309297,-4.54681458186434,810301001199,"grid",36,36,36936,3000,155,155,1,"1","571.1","571",FALSE,449,"449",202.975848745551,0.0054953392014715,276,0,36936,202.975848745551,0.0054953392014715,281
"157",130.842414999999,-3.645489,810702100801,"grid",24,24,24624,3000,61,61,1,"1","539.1","539",FALSE,499,"499",138.813901574832,0.00563734168188888,280,0,24624,138.813901574832,0.00563734168188888,282
"771",128.08384,-3.585431,810311001004,"grid",55,55,56430,6000,250,250,1,"1","520.1","520",FALSE,80,"80",121.115717321656,0.00214630014746865,183,0,58482,330.591679239571,0.00565287916349597,283
"569",129.309631,-2.898892,810314001501,"grid",121,121,124146,11000,465,465,1,"1","695.1","695",FALSE,411,"411",719.205877825858,0.00579322634499587,281,0,124146,719.205877825858,0.00579322634499587,284
"373",128.136423,-3.677275,817103100303,"grid",8,8,8208,3000,31,31,1,"1","385.1","385",FALSE,124,"124",47.6685617582209,0.00580757331362341,282,0,8208,47.6685617582209,0.00580757331362341,285
"423",128.430453,-3.441264,810603000201,"grid",40,40,41040,3000,162,162,1,"1","593.1","593",FALSE,287,"287",239.037577187118,0.00582450236810717,283,0,41040,239.037577187118,0.00582450236810717,286
"1321",128.098117,-3.588277,810311001101,"grid",6,6,6156,3000,21,21,1,"1","353.1","353",FALSE,89,"89",36.1226568843798,0.00586787798641647,284,0,6156,36.1226568843798,0.00586787798641647,287
"220",129.080581999999,-3.341843,810305002302,"grid",2,2,2052,3000,8,8,1,"1","257.1","257",FALSE,400,"400",12.0896480456887,0.0058916413478015,285,0,2052,12.0896480456887,0.0058916413478015,288
"1229",128.130463999999,-3.587403,810311001102,"grid",2,2,2052,3000,6,6,1,"1","258.1","258",FALSE,117,"117",12.1253788733193,0.005909054031832,286,0,2052,12.1253788733193,0.005909054031832,289
"754",128.185116999999,-3.70357,817102001004,"grid",47,47,48222,6000,191,191,1,"1","613.1","613",FALSE,164,"164",288.316779944279,0.00597894695251709,287,0,48222,288.316779944279,0.00597894695251709,290
"956",128.441777,-3.517641,810309000703,"grid",9,9,9234,3000,36,36,1,"1","405.1","405",FALSE,289,"289",56.3671171844044,0.0061043011895608,288,0,9234,56.3671171844044,0.0061043011895608,291
"1159",130.852409999999,-3.549609,810702100601,"grid",11,11,11286,3000,51,51,1,"1","432.1","432",FALSE,500,"500",70.2295837264407,0.00622271697026765,289,0,11286,70.2295837264407,0.00622271697026765,292
"1223",128.141647,-3.081156,810602001604,"grid",12,12,12312,3000,47,47,1,"1","441.1","441",FALSE,125,"125",76.6438387759015,0.00622513310395561,290,0,12312,76.6438387759015,0.00622513310395561,293
"340",128.957823999999,-3.304385,810305100401,"grid",75,75,76950,7000,331,331,1,"1","660.1","660",FALSE,366,"366",484.935114106392,0.00630195080060288,291,0,76950,484.935114106392,0.00630195080060288,294
"309",128.650848,-3.578816,810308001402,"grid",1,1,1026,3000,1,1,1,"1","230.1","230",FALSE,317,"317",6.5471052477831,0.006381194198619,294,0,1026,6.5471052477831,0.006381194198619,295
"51",129.389636999999,-2.788358,810314003902,"grid",3,3,3078,3000,8,8,1,"1","291.1","291",FALSE,417,"417",20.011347365267,0.006501412399372,295,0,3078,20.011347365267,0.006501412399372,296
"558",128.194211,-3.689595,817102001502,"grid",90,90,92340,7000,564,564,1,"1","202.1","202",FALSE,165,"165-1",618.559501781757,0.00669871671845091,297,1,92340,618.559501781757,0.00669871671845091,297
"215",128.086271,-3.704535,817103100104,"grid",15,15,15390,3000,38,38,1,"1","495.1","495",FALSE,84,"84",104.179185277785,0.00676927779582746,298,0,15390,104.179185277785,0.00676927779582746,298
"527",127.952459,-3.008915,810601001201,"grid",493,493,505818,35000,1951,1951,1,"1","761.1","761",FALSE,46,"46",2834.03637684519,0.00560287766913236,279,0,510948,3511.86165360822,0.00687322712606414,299
"820",130.871087999999,-3.627731,810702100104,"grid",25,25,25650,3000,84,84,1,"1","556.1","556",FALSE,504,"504",176.691139272162,0.00688854344140984,301,0,25650,176.691139272162,0.00688854344140984,300
"100",128.980158999999,-3.211755,810306000101,"grid",10,10,10260,3000,38,38,1,"1","437.1","437",FALSE,376,"376",72.1857825925141,0.00703565132480644,302,0,10260,72.1857825925141,0.00703565132480644,301
"813",128.973727,-3.270764,810305001302,"grid",13,13,13338,3000,52,52,1,"1","477.1","477",FALSE,372,"372",93.8839094349179,0.0070388296172528,303,0,13338,93.8839094349179,0.0070388296172528,302
"674",128.996366999999,-3.218369,810306000401,"grid",60,60,61560,6000,268,268,1,"1","649.1","649",FALSE,382,"382",439.673606161931,0.00714219633141538,304,0,61560,439.673606161931,0.00714219633141538,303
"920",129.415068999999,-2.792005,810314003901,"grid",2,2,2052,3000,5,5,1,"1","271.1","271",FALSE,418,"418",14.7736760019771,0.00719964717445279,305,0,2052,14.7736760019771,0.00719964717445279,304
"556",128.69191,-3.406481,810603300501,"grid",15,15,15390,3000,48,48,1,"1","508.1","508",FALSE,327,"327",111.244941963165,0.007228391290654,306,0,15390,111.244941963165,0.007228391290654,305
"178",128.116626,-2.956822,810602002104,"grid",149,149,152874,11000,740,740,1,"1","722.1","722",FALSE,114,"114",1140.62196293228,0.00746119001878851,307,0,152874,1140.62196293228,0.00746119001878851,306
"801",128.118625,-2.969471,810602002103,"grid",41,41,42066,3000,200,200,1,"1","627.1","627",FALSE,107,"107",327.245157279497,0.00777932670754283,308,0,42066,327.245157279497,0.00777932670754283,307
"1299",128.191101,-3.716227,817101000909,"grid",3,3,3078,3000,10,10,1,"1","304.1","304",FALSE,177,"177",24.0278596801672,0.00780632218329019,309,0,3078,24.0278596801672,0.00780632218329019,308
"284",128.135365,-2.988466,810602002101,"grid",12,12,12312,3000,57,57,1,"1","484.1","484",FALSE,123,"123",97.2005928535264,0.00789478499460091,310,0,12312,97.2005928535264,0.00789478499460091,309
"180",128.066059999999,-3.217519,810602100408,"grid",6,6,6156,3000,13,13,1,"1","388.1","388",FALSE,73,"73",48.6960545811692,0.00791034025035236,311,0,6156,48.6960545811692,0.00791034025035236,310
"1246",128.189183,-3.617176,817103100813,"grid",1,1,1026,3000,2,2,1,"1","240.1","240",FALSE,168,"168",8.15119086958603,0.00794463047717937,312,0,1026,8.15119086958603,0.00794463047717937,311
"1198",128.694835,-3.500626,810308002202,"grid",30,30,30780,3000,137,137,1,"1","594.1","594",FALSE,331,"331",244.585495785848,0.00794624742644082,313,0,30780,244.585495785848,0.00794624742644082,312
"93",130.828325,-3.742238,810702002902,"grid",10,10,10260,3000,47,47,1,"1","451.1","451",FALSE,489,"489",81.8238368290391,0.00797503282934104,314,0,10260,81.8238368290391,0.00797503282934104,313
"1312",128.271778,-3.617289,817103001209,"grid",5,5,5130,3000,22,22,1,"1","364.1","364",FALSE,236,"236",41.4841833243508,0.00808658544334323,316,0,5130,41.4841833243508,0.00808658544334323,314
"1043",128.199223999999,-3.659084,817103100701,"grid",17,17,17442,3000,43,43,1,"1","688.1","688",FALSE,192,"192",654.340369945165,0.0375152144218074,473,0,207252,1707.91459235669,0.00824076289906341,315
"32",128.195642999999,-3.659188,817103100503,"grid",164,164,168264,13000,817,817,1,"1","203.1","203",FALSE,192,"192-1",397.546148881113,0.00236263341464076,474,1,168264,397.546148881113,0.00236263341464076,316
"254",128.191602999999,-3.677445,817102001702,"grid",25,25,25650,3000,116,116,1,"1","577.1","577",FALSE,171,"171",211.833234834561,0.00825860564657157,319,0,25650,211.833234834561,0.00825860564657157,317
"349",128.122401,-3.766896,817101000107,"grid",24,24,24624,3000,95,95,1,"1","573.1","573",FALSE,105,"105",205.765808721591,0.00835631127037001,321,0,24624,205.765808721591,0.00835631127037001,318
"629",128.322962999999,-3.288832,810603100501,"grid",12,12,12312,3000,43,43,1,"1","494.1","494",FALSE,256,"256",103.484296777439,0.0084051573081091,322,0,12312,103.484296777439,0.0084051573081091,319
"53",128.72379,-2.863037,810604101101,"grid",16,16,16416,3000,58,58,1,"1","543.1","543",FALSE,345,"345-1",141.623801230075,0.00862718087415175,323,1,16416,141.623801230075,0.00862718087415175,320
"258",128.275827999999,-3.614816,810310000101,"grid",21,21,21546,3000,90,90,1,"1","561.1","561",FALSE,240,"240",188.498029582101,0.00874863220932428,324,0,21546,188.498029582101,0.00874863220932428,321
"1189",128.277638999999,-3.698697,817102100601,"grid",3,3,3078,3000,9,9,1,"1","319.1","319",FALSE,241,"241",26.9713593120655,0.00876262485772109,325,0,3078,26.9713593120655,0.00876262485772109,322
"811",128.973885999999,-3.278709,810305001301,"grid",3,3,3078,3000,10,10,1,"1","321.1","321",FALSE,373,"373",27.2808532870685,0.00886317520697481,327,0,3078,27.2808532870685,0.00886317520697481,323
"986",129.905753668058,-4.52026779738363,810301000699,"grid",53,53,54378,6000,231,231,1,"1","659.1","659",FALSE,439,"439",484.705269087181,0.0089136281048803,328,0,54378,484.705269087181,0.0089136281048803,324
"121",128.165883,-3.748249,817101000901,"grid",5,5,5130,3000,19,19,1,"1","375.1","375",FALSE,138,"138",45.7292331287865,0.00891408053192719,329,0,5130,45.7292331287865,0.00891408053192719,325
"1011",128.122707999999,-3.770006,817101000106,"grid",30,30,30780,3000,119,119,2,"1","607.1","607",FALSE,102,"102-1",275.492165820633,0.00895036276220379,330,1,30780,275.492165820633,0.00895036276220379,326
"292",128.125721,-3.773459,817101000104,"grid",42,42,43092,3000,167,167,1,"1","612.1","612",FALSE,115,"115",287.405992346781,0.00666959046567301,296,0,46170,418.406108106017,0.0090622938727749,327
"837",128.196971999999,-3.700742,817102000603,"grid",19,19,19494,3000,89,89,1,"1","662.1","662",FALSE,185,"185",493.043028235214,0.0252920400243774,434,0,405270,3724.95815612287,0.00919130001264062,328
"1178",128.199001,-3.696192,817102000901,"grid",1,1,1026,3000,1,1,2,"1","674.1","674",FALSE,185,"185-1",553.771832620747,0.539738628285328,905,1,385776,3231.91512788765,0.00837769878864329,329
"1134",128.199569,-3.696102,817102000701,"grid",8,8,8208,3000,29,29,1,"1","670.1","670",FALSE,185,"185-1-1",63.8171016646154,0.00777498801956816,906,2,384750,2678.14329526691,0.00696073630998546,330
"1068",128.201215999999,-3.692464,817102000702,"grid",332,332,340632,23000,1328,1328,1,"1","672.1","672",FALSE,185,"185-1-1-2",443.895400393612,0.00130315237673974,907,3,346788,1592.76134321283,0.00459289636092608,331
"366",128.18545,-3.57325,810311001404,"grid",3,3,3078,3000,10,10,1,"1","329.1","329",FALSE,156,"156",28.5851876263983,0.00928693555113656,331,0,3078,28.5851876263983,0.00928693555113656,332
"1107",128.119547,-3.066188,810602002009,"grid",5,5,5130,3000,15,15,1,"1","387.1","387",FALSE,98,"98",48.5531470462102,0.00946455108113259,332,0,5130,48.5531470462102,0.00946455108113259,333
"955",129.824650999999,-3.329911,810304100901,"grid",13,13,13338,3000,54,54,1,"1","526.1","526",FALSE,431,"431",126.510842711735,0.00948499345567061,333,0,13338,126.510842711735,0.00948499345567061,334
"132",128.717142,-3.604819,810308000901,"grid",10,10,10260,3000,24,24,1,"1","656.1","656",FALSE,341,"341",458.305833449792,0.0446691845467634,500,0,95418,960.299827127517,0.0100641370299893,335
"695",128.720723999999,-3.607576,810308000801,"grid",83,83,85158,7000,300,300,2,"1","664.1","664",FALSE,341,"341-1",501.993993677725,0.005894854196643,501,1,85158,501.993993677725,0.005894854196643,336
"1250",127.8788,-2.965368,810601001202,"grid",87,87,89262,7000,343,343,1,"1","713.1","713",FALSE,27,"27",900.242980772651,0.0100854000669115,335,0,89262,900.242980772651,0.0100854000669115,337
"703",128.224926,-3.627686,817103000904,"grid",6,6,6156,3000,21,21,1,"1","422.1","422",FALSE,211,"211",64.4308911013192,0.0104663565791617,337,0,6156,64.4308911013192,0.0104663565791617,338
"1133",128.119522999999,-3.779281,817101000102,"grid",15,15,15390,3000,60,60,1,"1","605.1","605",FALSE,108,"108",266.954830726311,0.0173459928996953,399,0,215460,2304.4914830466,0.0106956812542774,339
"1037",128.103296,-3.78786,817101000101,"grid",195,195,200070,15000,781,781,1,"1","747.1","747",FALSE,108,"108-1",2037.53665232029,0.0101841188200145,400,1,200070,2037.53665232029,0.0101841188200145,340
"1314",130.492268,-3.104274,810704000601,"grid",21,21,21546,3000,138,138,1,"1","588.1","588",FALSE,468,"468",231.311809215994,0.0107357193546827,338,0,21546,231.311809215994,0.0107357193546827,341
"1282",128.247278999999,-3.623203,817103001205,"grid",5,5,5130,3000,22,22,1,"1","400.1","400",FALSE,231,"231",55.35314608964,0.0107900869570448,339,0,5130,55.35314608964,0.0107900869570448,342
"579",127.935396999999,-3.754759,810311100202,"grid",4,4,4104,3000,17,17,1,"1","371.1","371",FALSE,36,"36",44.3787422006795,0.0108135336746295,340,0,4104,44.3787422006795,0.0108135336746295,343
"350",128.518839,-3.455964,810603300101,"grid",16,16,16416,3000,64,64,1,"1","557.1","557",FALSE,302,"302",177.87031975888,0.0108351802972028,341,0,16416,177.87031975888,0.0108351802972028,344
"261",128.195531999999,-3.62679,817103100809,"grid",3,3,3078,3000,10,10,1,"1","346.1","346",FALSE,184,"184",34.3497123472957,0.011159750600161,342,0,3078,34.3497123472957,0.011159750600161,345
"1144",128.186296,-3.709365,817102001002,"grid",4,4,4104,3000,13,13,1,"1","376.1","376",FALSE,157,"157",45.8583414030295,0.0111740597960598,343,0,4104,45.8583414030295,0.0111740597960598,346
"82",128.201502,-3.543904,810311001602,"grid",2,2,2052,3000,9,9,1,"1","301.1","301",FALSE,191,"191",23.0284512771324,0.011222442142852,344,0,2052,23.0284512771324,0.011222442142852,347
"1070",128.059604,-3.293494,810602100402,"grid",10,10,10260,3000,21,21,1,"1","516.1","516",FALSE,67,"67",115.942691232955,0.0113004572351808,345,0,10260,115.942691232955,0.0113004572351808,348
"310",128.050312999999,-3.72816,810311100501,"grid",19,19,19494,3000,60,60,1,"1","583.1","583",FALSE,61,"61",222.585929193314,0.0114181763205763,346,0,19494,222.585929193314,0.0114181763205763,349
"489",128.089581,-3.070282,810602002007,"grid",39,39,40014,3000,124,124,1,"1","657.1","657",FALSE,85,"85",459.179017748007,0.0114754590330386,347,0,40014,459.179017748007,0.0114754590330386,350
"1244",128.194409,-3.628795,817103100807,"grid",5,5,5130,3000,21,21,1,"1","413.1","413",FALSE,181,"181",59.6419809418341,0.0116261171426577,348,0,5130,59.6419809418341,0.0116261171426577,351
"869",127.929317999999,-3.139566,810601001011,"grid",28,28,28728,3000,123,123,1,"1","628.1","628",FALSE,33,"33",334.864842794658,0.0116563924670934,349,0,28728,334.864842794658,0.0116563924670934,352
"671",131.2330710972,-4.04221751473391,810701003699,"grid",302,302,309852,21000,648,648,1,"1","868.1","868",FALSE,507,"507",6355.18023450248,0.0205103734508813,413,0,1019844,11890.9821958325,0.0116596089164936,353
"664",131.227504623036,-4.00476525254181,810701002099,"grid",390,390,400140,27000,1913,1913,1,"1","867.1","867",FALSE,507,"507-1",4210.03071926049,0.0105213943101427,414,1,709992,5535.80196132999,0.00779699202431857,354
"773",131.215831160067,-4.00220581417162,810701003799,"grid",302,302,309852,21000,332,332,2,"1","866.1","866",FALSE,507,"507-1-1",1325.7712420695,0.00427872417176427,415,2,309852,1325.7712420695,0.00427872417176427,355
"468",128.280251999999,-3.21384,810603100202,"grid",7,7,7182,3000,24,24,1,"1","456.1","456",FALSE,243,"243",84.0780820552727,0.0117067783424217,350,0,7182,84.0780820552727,0.0117067783424217,356
"658",128.161773,-3.665616,817103100307,"grid",9,9,9234,3000,36,36,1,"1","505.1","505",FALSE,135,"135",109.186330242297,0.0118243805763804,353,0,9234,109.186330242297,0.0118243805763804,357
"341",128.066527,-3.720753,810311100502,"grid",1,1,1026,3000,1,1,1,"1","259.1","259",FALSE,75,"75",12.1476572707295,0.0118398219012958,354,0,1026,12.1476572707295,0.0118398219012958,358
"602",128.694195,-3.408806,810603300402,"grid",11,11,11286,3000,33,33,1,"1","534.1","534",FALSE,332,"332",134.219384420493,0.0118925557700242,355,0,11286,134.219384420493,0.0118925557700242,359
"274",126.564944,-3.792727,810902001001,"grid",106,106,108756,9000,305,305,1,"1","730.1","730",FALSE,7,"7",1357.43577177751,0.0124814793829997,356,0,108756,1357.43577177751,0.0124814793829997,360
"1024",131.660704281872,-4.52538367777687,810701100399,"grid",59,59,60534,6000,285,285,1,"1","699.1","699",FALSE,513,"513",755.880697341495,0.0124868784045577,357,0,60534,755.880697341495,0.0124868784045577,361
"84",128.482056,-2.957058,810604001401,"grid",16,16,16416,3000,69,69,1,"1","572.1","572",FALSE,295,"295",205.501168370271,0.0125183460264541,358,0,16416,205.501168370271,0.0125183460264541,362
"1179",128.147303999999,-3.670815,817103100305,"grid",4,4,4104,3000,13,13,1,"1","394.1","394",FALSE,130,"130",51.988925282649,0.0126678667842712,359,0,4104,51.988925282649,0.0126678667842712,363
"266",128.636345,-2.855603,810604100101,"grid",4,4,4104,3000,15,15,1,"1","395.1","395",FALSE,314,"314",52.6872914356745,0.0128380339755542,360,0,4104,52.6872914356745,0.0128380339755542,364
"302",128.279957999999,-3.69812,817102100602,"grid",2,2,2052,3000,8,8,1,"1","315.1","315",FALSE,242,"242",26.3759991389385,0.01285380074997,361,0,2052,26.3759991389385,0.01285380074997,365
"375",128.067713,-3.205016,810602100409,"grid",4,4,4104,3000,8,8,1,"1","396.1","396",FALSE,76,"76",52.898044686436,0.0128893871068314,362,0,4104,52.898044686436,0.0128893871068314,366
"421",128.187839,-3.710515,817102001001,"grid",9,9,9234,3000,36,36,1,"1","519.1","519",FALSE,162,"162",119.247008784887,0.0129139060845665,363,0,9234,119.247008784887,0.0129139060845665,367
"86",130.778938,-3.435666,810704000102,"grid",409,409,419634,29000,1020,1020,1,"1","836.1","836",FALSE,481,"481",5558.17849197432,0.0132453006476461,364,0,558144,7312.91429736184,0.0131021999651736,368
"708",130.790185,-3.424576,810704000103,"grid",135,135,138510,11000,336,336,2,"1","835.1","835",FALSE,481,"481-1",1754.73580538752,0.0126686578975346,365,1,138510,1754.73580538752,0.0126686578975346,369
"963",127.239625,-3.620356,810402300101,"grid",454,454,465804,33000,2124,2124,1,"1","782.1","782",FALSE,26,"26",3720.20573143247,0.00798663328660223,315,0,1345086,17750.9391588494,0.0131968804662671,370
"224",128.098825,-3.700682,817103100201,"grid",1,1,1026,3000,1,1,1,"1","267.1","267",FALSE,91,"91",13.8417053730984,0.0134909409094526,367,0,1026,13.8417053730984,0.0134909409094526,371
"181",128.100049,-3.710518,817103100107,"grid",77,77,79002,7000,200,200,1,"1","720.1","720",FALSE,90,"90",1067.66146994407,0.0135143600154942,368,0,79002,1067.66146994407,0.0135143600154942,372
"594",128.182434,-3.699665,817102001101,"grid",28,28,28728,3000,107,107,1,"1","638.1","638",FALSE,160,"160",397.243592268412,0.0138277496612508,370,0,28728,397.243592268412,0.0138277496612508,373
"1131",128.133881,-3.748994,817101000305,"grid",19,19,19494,3000,77,77,1,"1","609.1","609",FALSE,120,"120",276.912231968816,0.0142049980490826,371,0,19494,276.912231968816,0.0142049980490826,374
"1143",128.201756999999,-3.543187,810311001603,"grid",5,5,5130,3000,21,21,1,"1","438.1","438",FALSE,193,"193",73.2170824434,0.0142723357589474,372,0,5130,73.2170824434,0.0142723357589474,375
"615",130.804610267437,-3.68341215876372,810702004799,"grid",91,91,93366,9000,127,127,1,"1","746.1","746",FALSE,486,"486",2025.34680241912,0.0216925519184619,417,0,218538,3193.30431899364,0.0146121238365577,376
